,Код товара,Месяц,Направление продаж,"Продажи, шт"
2725,579,7,Оптовая торговля,43
2726,579,8,Розничная торговля,47
2727,579,8,Оптовая торговля,46
2728,579,9,Розничная торговля,43
2729,579,9,Оптовая торговля,43
2730,326,7,Розничная торговля,48
2731,326,7,Оптовая торговля,46
2732,326,8,Розничная торговля,47
2733,326,8,Оптовая торговля,47
2734,326,9,Розничная торговля,45
2735,326,9,Оптовая торговля,44
2736,259,7,Розничная торговля,45
2737,259,7,Оптовая торговля,46
2738,259,8,Розничная торговля,45
2739,259,8,Оптовая торговля,45
2740,259,9,Розничная торговля,42
2741,259,9,Оптовая торговля,42
2742,434,7,Розничная торговля,45
2743,434,7,Оптовая торговля,44
2744,434,8,Розничная торговля,42
2745,434,8,Оптовая торговля,41
2746,434,9,Розничная торговля,42
2747,434,9,Оптовая торговля,42
2748,470,7,Розничная торговля,45
2749,470,7,Оптовая торговля,44
2750,470,8,Розничная торговля,44
2751,470,8,Оптовая торговля,44
2752,470,9,Розничная торговля,46
2753,470,9,Оптовая торговля,45
2754,37,7,Розничная торговля,45
2755,37,7,Оптовая торговля,45
2756,37,8,Розничная торговля,43
2757,37,8,Оптовая торговля,42
2758,37,9,Розничная торговля,43
2759,37,9,Оптовая торговля,43
2760,58,7,Розничная торговля,42
2761,58,7,Оптовая торговля,41
2762,58,8,Розничная торговля,48
2763,58,8,Оптовая торговля,47
2764,58,9,Розничная торговля,46
2765,58,9,Оптовая торговля,45
2766,570,7,Розничная торговля,43
2767,570,7,Оптовая торговля,43
2768,570,8,Розничная торговля,45
2769,570,8,Оптовая торговля,45
2770,570,9,Розничная торговля,45
2771,570,9,Оптовая торговля,44
2772,607,7,Розничная торговля,39
2773,607,7,Оптовая торговля,42
2774,607,8,Розничная торговля,43
2775,607,8,Оптовая торговля,44
2776,607,9,Розничная торговля,41
2777,607,9,Оптовая торговля,41
2778,471,7,Розничная торговля,44
2779,471,7,Оптовая торговля,44
2780,471,8,Розничная торговля,41
2781,471,8,Оптовая торговля,42
2782,471,9,Розничная торговля,46
2783,471,9,Оптовая торговля,48
2784,70,7,Розничная торговля,45
2785,70,7,Оптовая торговля,44
2786,70,8,Розничная торговля,46
2787,70,8,Оптовая торговля,45
2788,70,9,Розничная торговля,45
2789,70,9,Оптовая торговля,44
2790,359,7,Розничная торговля,52
2791,359,7,Оптовая торговля,53
2792,359,8,Розничная торговля,38
2793,359,8,Оптовая торговля,53
2794,359,9,Розничная торговля,42
2795,359,9,Оптовая торговля,43
2796,339,7,Розничная торговля,45
2797,339,7,Оптовая торговля,45
2798,339,8,Розничная торговля,45
2799,339,8,Оптовая торговля,45
2800,339,9,Розничная торговля,46
2801,339,9,Оптовая торговля,45
2802,583,7,Розничная торговля,44
2803,583,7,Оптовая торговля,46
2804,583,8,Розничная торговля,42
2805,583,8,Оптовая торговля,43
2806,583,9,Розничная торговля,41
2807,583,9,Оптовая торговля,43
2808,217,7,Розничная торговля,47
2809,217,7,Оптовая торговля,48
2810,217,8,Розничная торговля,44
2811,217,8,Оптовая торговля,44
2812,217,9,Розничная торговля,45
2813,217,9,Оптовая торговля,45
2814,71,7,Розничная торговля,48
2815,71,7,Оптовая торговля,46
2816,71,8,Розничная торговля,48
2817,71,8,Оптовая торговля,46
2818,71,9,Розничная торговля,43
2819,71,9,Оптовая торговля,42
2820,35,7,Розничная торговля,50
2821,35,7,Оптовая торговля,51
2822,35,8,Розничная торговля,42
2823,35,8,Оптовая торговля,41
2824,35,9,Розничная торговля,51
2825,35,9,Оптовая торговля,50
2826,502,7,Розничная торговля,45
2827,502,7,Оптовая торговля,45
2828,502,8,Розничная торговля,48
2829,502,8,Оптовая торговля,48
2830,502,9,Розничная торговля,46
2831,502,9,Оптовая торговля,45
2832,77,7,Розничная торговля,46
2833,77,7,Оптовая торговля,45
2834,77,8,Розничная торговля,39
2835,77,8,Оптовая торговля,38
2836,77,9,Розничная торговля,42
2837,77,9,Оптовая торговля,41
2838,95,7,Розничная торговля,43
2839,95,7,Оптовая торговля,40
2840,95,8,Розничная торговля,47
2841,95,8,Оптовая торговля,45
2842,95,9,Розничная торговля,46
2843,95,9,Оптовая торговля,44
2844,353,7,Розничная торговля,46
2845,353,7,Оптовая торговля,44
2846,353,8,Розничная торговля,39
2847,353,8,Оптовая торговля,37
2848,353,9,Розничная торговля,40
